customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
6,123,nutrella,2023-05-04,9,40,10,400
7,121,quaker oats,2023-05-23,2,212,2,424
6,122,besan,2023-08-03,5,52,2,104
15,123,sugar,2023-05-28,8,50,9,450
9,121,sugar,2023-06-19,3,50,6,300
20,122,besan,2023-05-01,5,52,5,260
19,122,quaker oats,2023-05-27,6,212,5,1060
16,123,clinic plus,2023-04-18,9,1.5,8,12.0
5,123,sugar,2023-08-05,8,50,4,200
10,121,sugar,2023-06-11,3,50,3,150
16,121,nutrella,2023-06-24,2,40,8,320
1,122,nutrella,2023-06-05,6,40,1,40
5,123,sugar,2023-07-05,8,50,4,200
2,122,quaker oats,2023-05-03,5,212,7,1484
3,122,maida,2023-03-21,6,20,5,100
15,123,besan,2023-04-10,9,52,7,364
11,121,besan,2023-07-25,2,52,9,468
3,123,refined oil,2023-04-02,8,110,3,330
3,121,clinic plus,2023-04-10,3,1.5,1,1.5
19,121,maida,2023-05-02,1,20,10,200
13,121,sugar,2023-05-07,3,50,6,300
20,121,quaker oats,2023-04-26,3,212,10,2120
19,121,maida,2023-04-02,1,20,3,60
11,121,maida,2023-05-16,1,20,2,40
3,123,clinic plus,2023-03-23,8,1.5,7,10.5
6,121,maida,2023-07-23,2,20,1,20
20,122,clinic plus,2023-04-19,4,1.5,9,13.5
6,123,refined oil,2023-08-04,9,110,3,330
11,123,maida,2023-05-01,9,20,1,20
5,121,clinic plus,2023-04-06,1,1.5,7,10.5
12,123,maida,2023-04-08,8,20,10,200
18,121,besan,2023-03-06,3,52,10,520
4,122,quaker oats,2023-07-04,5,212,1,212
3,123,quaker oats,2023-05-23,7,212,6,1272
6,121,sugar,2023-06-26,3,50,8,400
9,121,besan,2023-04-07,3,52,9,468
15,121,dantkanti,2023-06-18,1,100,2,200
18,123,dantkanti,2023-08-13,9,100,1,100
19,122,maida,2023-08-11,4,20,4,80
4,123,maida,2023-07-25,8,20,8,160
6,122,refined oil,2023-08-08,6,110,7,770
18,121,refined oil,2023-04-05,1,110,4,440
15,123,quaker oats,2023-03-29,7,212,2,424
9,122,dantkanti,2023-06-07,6,100,10,1000
16,123,clinic plus,2023-06-17,7,1.5,8,12.0
15,121,clinic plus,2023-04-12,3,1.5,7,10.5
6,121,nutrella,2023-05-07,2,40,7,280
11,121,clinic plus,2023-07-12,3,1.5,3,4.5
11,123,refined oil,2023-05-06,7,110,3,330
20,121,maida,2023-03-09,3,20,4,80
11,123,maida,2023-06-26,9,20,10,200
5,122,sugar,2023-04-23,6,50,3,150
1,122,nutrella,2023-08-09,5,40,7,280
9,122,clinic plus,2023-04-04,6,1.5,9,13.5
15,123,nutrella,2023-06-06,8,40,7,280
1,122,dantkanti,2023-07-23,5,100,10,1000
8,123,nutrella,2023-05-28,8,40,6,240
8,122,besan,2023-05-17,5,52,3,156
8,122,clinic plus,2023-04-24,6,1.5,10,15.0
20,123,refined oil,2023-05-11,7,110,1,110
4,123,sugar,2023-03-29,7,50,9,450
15,123,sugar,2023-03-12,7,50,7,350
13,122,refined oil,2023-07-09,5,110,10,1100
19,121,besan,2023-06-10,1,52,6,312
20,122,nutrella,2023-04-22,5,40,3,120
5,122,maida,2023-05-09,4,20,5,100
8,123,clinic plus,2023-04-07,8,1.5,5,7.5
13,121,sugar,2023-07-15,2,50,10,500
19,122,nutrella,2023-06-23,6,40,8,320
16,123,nutrella,2023-04-19,9,40,1,40
14,121,maida,2023-03-03,3,20,6,120
17,123,nutrella,2023-04-09,7,40,2,80
11,121,maida,2023-05-12,3,20,8,160
8,122,clinic plus,2023-06-16,6,1.5,9,13.5
3,123,sugar,2023-04-05,8,50,2,100
2,123,dantkanti,2023-08-02,8,100,8,800
18,123,refined oil,2023-07-28,9,110,10,1100
7,122,quaker oats,2023-07-12,4,212,3,636
9,122,dantkanti,2023-05-01,5,100,2,200
4,123,sugar,2023-03-27,9,50,6,300
1,122,dantkanti,2023-08-06,6,100,5,500
8,121,besan,2023-06-25,1,52,9,468
4,123,clinic plus,2023-03-19,7,1.5,4,6.0
13,121,dantkanti,2023-05-09,2,100,2,200
2,122,dantkanti,2023-05-11,6,100,7,700
11,121,nutrella,2023-04-05,1,40,9,360
8,123,maida,2023-03-25,8,20,5,100
16,122,maida,2023-06-05,4,20,10,200
16,122,clinic plus,2023-03-28,6,1.5,3,4.5
13,122,nutrella,2023-04-21,5,40,3,120
12,123,dantkanti,2023-06-18,8,100,2,200
3,123,dantkanti,2023-07-02,9,100,6,600
6,122,nutrella,2023-05-24,4,40,4,160
12,123,sugar,2023-08-13,9,50,9,450
10,121,quaker oats,2023-04-06,3,212,7,1484
6,123,clinic plus,2023-04-18,7,1.5,10,15.0
9,122,maida,2023-08-07,4,20,7,140
6,121,dantkanti,2023-05-27,1,100,3,300
10,121,besan,2023-05-02,2,52,9,468
9,121,nutrella,2023-08-03,2,40,4,160
14,123,sugar,2023-07-23,8,50,10,500
11,121,sugar,2023-04-05,2,50,9,450
17,121,dantkanti,2023-06-13,3,100,8,800
18,123,dantkanti,2023-03-14,9,100,8,800
9,121,nutrella,2023-08-09,2,40,1,40
9,122,maida,2023-06-12,6,20,9,180
17,122,dantkanti,2023-05-31,4,100,10,1000
5,121,maida,2023-04-25,2,20,6,120
5,123,quaker oats,2023-04-29,8,212,3,636
17,122,besan,2023-06-20,6,52,9,468
1,123,sugar,2023-03-13,7,50,7,350
12,123,nutrella,2023-06-30,7,40,4,160
1,123,maida,2023-07-25,8,20,9,180
15,121,besan,2023-05-13,1,52,3,156
5,123,nutrella,2023-08-02,9,40,7,280
19,122,quaker oats,2023-07-21,4,212,8,1696
5,122,nutrella,2023-05-12,6,40,4,160
20,122,besan,2023-05-29,5,52,3,156
7,123,nutrella,2023-06-07,9,40,3,120
20,123,sugar,2023-05-22,9,50,4,200
19,122,clinic plus,2023-06-22,5,1.5,8,12.0
12,122,nutrella,2023-08-20,4,40,10,400
2,123,clinic plus,2023-04-15,7,1.5,7,10.5
12,123,refined oil,2023-03-08,8,110,10,1100
13,121,besan,2023-06-09,2,52,10,520
9,121,quaker oats,2023-03-18,1,212,1,212
17,122,sugar,2023-04-06,5,50,6,300
17,122,quaker oats,2023-06-13,4,212,2,424
8,123,nutrella,2023-06-09,9,40,9,360
20,122,refined oil,2023-07-03,6,110,6,660
15,121,maida,2023-03-17,1,20,7,140
10,122,besan,2023-04-24,4,52,2,104
3,123,maida,2023-05-29,8,20,7,140
9,123,dantkanti,2023-06-29,7,100,5,500
19,122,besan,2023-03-04,6,52,2,104
12,122,dantkanti,2023-04-11,5,100,1,100
2,123,besan,2023-06-06,8,52,3,156
3,123,maida,2023-08-05,8,20,10,200
18,122,dantkanti,2023-08-07,5,100,2,200
9,123,nutrella,2023-03-09,8,40,1,40
8,121,sugar,2023-05-31,3,50,3,150
14,121,nutrella,2023-05-14,2,40,3,120
3,122,clinic plus,2023-04-25,6,1.5,8,12.0
4,121,nutrella,2023-08-02,1,40,2,80
12,121,sugar,2023-03-15,3,50,3,150
4,123,refined oil,2023-08-16,8,110,8,880
12,121,quaker oats,2023-06-03,1,212,9,1908
14,123,dantkanti,2023-03-26,9,100,2,200
1,122,nutrella,2023-06-24,4,40,3,120
17,122,quaker oats,2023-05-06,5,212,1,212
2,123,clinic plus,2023-04-18,7,1.5,9,13.5
9,123,refined oil,2023-08-19,9,110,10,1100
20,122,sugar,2023-03-22,6,50,6,300
19,122,nutrella,2023-04-24,4,40,4,160
17,121,refined oil,2023-06-26,3,110,4,440
6,121,maida,2023-03-13,2,20,2,40
6,122,sugar,2023-04-08,5,50,2,100
8,123,refined oil,2023-03-17,9,110,9,990
16,122,quaker oats,2023-07-16,6,212,5,1060
3,122,maida,2023-06-18,6,20,7,140
3,122,refined oil,2023-05-21,5,110,1,110
8,123,maida,2023-07-11,9,20,2,40
18,123,clinic plus,2023-03-14,8,1.5,8,12.0
14,122,clinic plus,2023-03-03,6,1.5,4,6.0
19,122,quaker oats,2023-05-22,6,212,7,1484
17,121,besan,2023-08-17,1,52,8,416
2,123,sugar,2023-05-14,7,50,8,400
18,121,refined oil,2023-07-29,1,110,5,550
2,121,refined oil,2023-06-08,2,110,9,990
19,122,dantkanti,2023-06-05,4,100,8,800
19,121,nutrella,2023-07-14,1,40,9,360
2,122,refined oil,2023-07-28,4,110,9,990
18,121,quaker oats,2023-03-28,1,212,4,848
12,121,quaker oats,2023-05-08,1,212,4,848
17,121,quaker oats,2023-06-26,3,212,8,1696
2,121,maida,2023-04-29,3,20,5,100
20,122,sugar,2023-05-16,5,50,1,50
14,122,dantkanti,2023-03-11,4,100,6,600
12,123,nutrella,2023-06-29,9,40,6,240
8,121,clinic plus,2023-08-16,1,1.5,1,1.5
3,123,sugar,2023-08-18,7,50,2,100
13,122,sugar,2023-08-17,4,50,4,200
12,121,besan,2023-07-24,2,52,6,312
10,123,nutrella,2023-07-17,7,40,6,240
5,121,clinic plus,2023-05-18,3,1.5,3,4.5
3,123,refined oil,2023-04-19,8,110,5,550
1,122,nutrella,2023-03-09,6,40,2,80
18,121,clinic plus,2023-04-24,2,1.5,1,1.5
10,122,clinic plus,2023-04-11,5,1.5,9,13.5
17,121,nutrella,2023-03-26,3,40,8,320
19,123,sugar,2023-07-23,9,50,5,250
5,122,dantkanti,2023-05-22,4,100,1,100
4,122,refined oil,2023-03-17,6,110,1,110
3,123,quaker oats,2023-04-01,9,212,2,424
12,123,refined oil,2023-05-05,9,110,3,330
6,122,nutrella,2023-06-19,4,40,5,200
18,123,clinic plus,2023-06-24,9,1.5,6,9.0
11,123,clinic plus,2023-06-11,7,1.5,3,4.5
10,122,maida,2023-08-12,4,20,2,40
2,121,nutrella,2023-05-05,3,40,4,160
5,121,besan,2023-05-18,2,52,2,104
15,122,besan,2023-03-14,6,52,10,520
11,121,quaker oats,2023-08-08,1,212,8,1696
6,122,quaker oats,2023-06-13,4,212,4,848
14,121,quaker oats,2023-06-18,3,212,8,1696
16,122,refined oil,2023-05-04,5,110,4,440
2,123,nutrella,2023-03-14,9,40,7,280
8,123,quaker oats,2023-06-15,7,212,8,1696
10,121,nutrella,2023-04-14,3,40,6,240
20,122,besan,2023-08-09,5,52,8,416
8,121,refined oil,2023-05-20,3,110,9,990
14,123,maida,2023-07-05,9,20,2,40
10,123,maida,2023-08-16,7,20,5,100
20,121,dantkanti,2023-04-27,2,100,8,800
19,123,refined oil,2023-07-19,8,110,2,220
1,123,clinic plus,2023-06-15,8,1.5,8,12.0
3,121,sugar,2023-03-20,3,50,2,100
4,123,maida,2023-03-13,9,20,8,160
20,122,quaker oats,2023-04-29,5,212,10,2120
12,123,refined oil,2023-03-06,9,110,9,990
8,121,sugar,2023-05-18,1,50,1,50
7,123,clinic plus,2023-03-20,9,1.5,7,10.5
19,121,clinic plus,2023-04-09,2,1.5,3,4.5
3,123,nutrella,2023-06-25,9,40,9,360
9,122,clinic plus,2023-03-22,5,1.5,1,1.5
6,123,besan,2023-03-17,8,52,9,468
19,121,besan,2023-07-10,2,52,10,520
18,123,refined oil,2023-06-24,7,110,6,660
15,121,clinic plus,2023-06-05,2,1.5,3,4.5
19,121,nutrella,2023-03-29,2,40,8,320
2,123,maida,2023-04-11,7,20,9,180
14,122,besan,2023-04-06,6,52,10,520
4,121,nutrella,2023-06-01,2,40,5,200
15,122,sugar,2023-05-25,4,50,9,450
9,123,dantkanti,2023-04-19,8,100,2,200
11,122,dantkanti,2023-05-18,5,100,3,300
19,122,maida,2023-06-24,6,20,8,160
1,122,refined oil,2023-06-08,5,110,2,220
19,123,maida,2023-03-12,9,20,9,180
6,123,besan,2023-03-08,9,52,9,468
18,122,besan,2023-03-18,6,52,6,312
16,123,refined oil,2023-03-30,9,110,9,990
11,121,clinic plus,2023-07-27,2,1.5,10,15.0
10,121,maida,2023-04-09,2,20,8,160
10,123,dantkanti,2023-04-10,8,100,1,100
19,121,nutrella,2023-06-03,3,40,8,320
10,122,sugar,2023-03-19,5,50,5,250
15,121,nutrella,2023-07-02,3,40,4,160
7,122,dantkanti,2023-08-05,5,100,5,500
16,121,quaker oats,2023-07-28,3,212,1,212
2,122,sugar,2023-04-23,5,50,7,350
4,121,quaker oats,2023-04-10,2,212,7,1484
5,121,quaker oats,2023-06-27,1,212,2,424
13,121,sugar,2023-07-04,1,50,1,50
3,123,besan,2023-06-06,9,52,7,364
6,121,dantkanti,2023-03-20,3,100,7,700
13,121,dantkanti,2023-07-02,1,100,2,200
20,123,refined oil,2023-05-14,9,110,10,1100
17,123,dantkanti,2023-06-29,8,100,10,1000
1,122,clinic plus,2023-03-24,6,1.5,2,3.0
3,121,maida,2023-03-22,2,20,7,140
2,121,quaker oats,2023-05-12,2,212,10,2120
14,123,dantkanti,2023-05-21,8,100,1,100
3,121,maida,2023-07-14,2,20,4,80
16,123,dantkanti,2023-05-13,9,100,5,500
20,123,refined oil,2023-06-27,7,110,9,990
12,123,clinic plus,2023-03-04,7,1.5,6,9.0
15,123,besan,2023-03-09,9,52,8,416
10,122,sugar,2023-04-17,4,50,10,500
1,123,dantkanti,2023-06-25,9,100,4,400
1,121,besan,2023-08-11,1,52,8,416
20,121,quaker oats,2023-08-15,3,212,5,1060
16,123,dantkanti,2023-08-06,8,100,1,100
10,121,quaker oats,2023-04-29,3,212,9,1908
7,121,quaker oats,2023-08-05,1,212,8,1696
4,122,sugar,2023-06-17,4,50,9,450
2,121,quaker oats,2023-04-20,2,212,5,1060
17,121,refined oil,2023-04-24,2,110,8,880
14,121,besan,2023-08-11,1,52,4,208
6,122,maida,2023-08-13,4,20,5,100
2,122,maida,2023-08-10,4,20,5,100
1,122,quaker oats,2023-07-16,4,212,8,1696
11,121,besan,2023-04-29,3,52,1,52
14,121,sugar,2023-03-04,1,50,5,250
1,121,sugar,2023-07-03,3,50,7,350
14,123,clinic plus,2023-08-12,7,1.5,7,10.5
2,121,besan,2023-03-03,1,52,4,208
12,121,dantkanti,2023-04-29,1,100,3,300
2,122,quaker oats,2023-08-06,5,212,1,212
4,121,quaker oats,2023-08-06,1,212,7,1484
8,123,refined oil,2023-07-27,7,110,4,440
8,122,maida,2023-04-02,6,20,2,40
8,122,dantkanti,2023-06-28,5,100,7,700
14,122,refined oil,2023-04-16,5,110,4,440
8,123,dantkanti,2023-03-15,9,100,3,300
16,122,refined oil,2023-06-24,5,110,10,1100
8,121,nutrella,2023-03-10,1,40,7,280
9,122,quaker oats,2023-03-28,6,212,9,1908
6,123,maida,2023-05-12,8,20,4,80
20,123,nutrella,2023-07-28,7,40,9,360
19,121,nutrella,2023-06-19,1,40,2,80
1,122,besan,2023-04-04,6,52,10,520
2,121,clinic plus,2023-08-03,1,1.5,10,15.0
20,121,sugar,2023-03-05,3,50,1,50
17,121,maida,2023-06-06,3,20,6,120
3,121,dantkanti,2023-03-28,1,100,3,300
12,121,quaker oats,2023-03-09,1,212,9,1908
19,122,sugar,2023-06-25,6,50,5,250
8,121,dantkanti,2023-07-18,1,100,10,1000
5,123,besan,2023-05-24,9,52,2,104
17,122,sugar,2023-04-01,5,50,9,450
7,123,maida,2023-06-14,8,20,1,20
18,122,dantkanti,2023-07-02,4,100,9,900
16,123,besan,2023-04-12,8,52,6,312
14,121,sugar,2023-07-06,3,50,2,100
12,122,refined oil,2023-05-03,4,110,2,220
10,122,sugar,2023-04-17,5,50,4,200
19,122,besan,2023-03-03,6,52,5,260
20,122,refined oil,2023-04-18,6,110,7,770
16,121,maida,2023-07-17,1,20,7,140
7,121,refined oil,2023-07-16,1,110,10,1100
11,123,sugar,2023-05-23,7,50,5,250
16,123,dantkanti,2023-04-27,9,100,4,400
8,122,sugar,2023-08-20,6,50,4,200
20,121,clinic plus,2023-03-17,1,1.5,9,13.5
3,121,besan,2023-05-30,1,52,4,208
16,123,clinic plus,2023-07-25,8,1.5,7,10.5
7,121,quaker oats,2023-04-07,3,212,10,2120
20,123,dantkanti,2023-03-03,8,100,2,200
4,122,quaker oats,2023-05-13,5,212,7,1484
2,121,besan,2023-04-17,1,52,6,312
6,122,besan,2023-05-23,5,52,9,468
20,122,besan,2023-05-30,6,52,8,416
13,122,quaker oats,2023-03-29,5,212,7,1484
15,122,dantkanti,2023-07-10,5,100,5,500
12,122,besan,2023-05-01,4,52,8,416
7,122,dantkanti,2023-07-31,6,100,9,900
15,121,maida,2023-06-20,3,20,4,80
9,123,clinic plus,2023-06-14,8,1.5,7,10.5
4,121,dantkanti,2023-03-20,2,100,8,800
9,122,clinic plus,2023-04-30,6,1.5,6,9.0
17,122,nutrella,2023-06-19,6,40,2,80
18,123,maida,2023-03-06,8,20,4,80
20,122,refined oil,2023-08-12,4,110,10,1100
6,122,nutrella,2023-05-01,6,40,1,40
3,123,sugar,2023-05-18,8,50,7,350
1,122,sugar,2023-08-08,6,50,4,200
17,121,clinic plus,2023-06-16,1,1.5,2,3.0
3,123,maida,2023-05-01,7,20,1,20
1,123,quaker oats,2023-06-29,8,212,6,1272
1,123,clinic plus,2023-04-04,7,1.5,4,6.0
18,123,quaker oats,2023-03-31,8,212,3,636
7,122,maida,2023-07-13,4,20,7,140
17,122,clinic plus,2023-04-25,5,1.5,9,13.5
12,122,nutrella,2023-06-14,5,40,10,400
8,121,sugar,2023-06-02,2,50,4,200
1,121,sugar,2023-06-19,1,50,3,150
3,122,sugar,2023-07-25,6,50,8,400
15,121,clinic plus,2023-08-19,3,1.5,10,15.0
7,122,clinic plus,2023-04-16,5,1.5,3,4.5
18,122,quaker oats,2023-05-09,6,212,1,212
5,122,maida,2023-04-28,5,20,2,40
20,122,maida,2023-07-08,6,20,5,100
7,122,besan,2023-07-03,6,52,2,104
17,122,besan,2023-03-05,6,52,9,468
9,122,clinic plus,2023-07-16,5,1.5,10,15.0
12,121,sugar,2023-05-12,2,50,2,100
10,121,refined oil,2023-04-05,1,110,1,110
10,123,dantkanti,2023-05-10,9,100,5,500
19,122,nutrella,2023-07-31,6,40,4,160
18,122,quaker oats,2023-07-09,4,212,7,1484
15,121,quaker oats,2023-05-06,1,212,2,424
9,122,sugar,2023-03-03,4,50,10,500
9,121,dantkanti,2023-06-07,1,100,6,600
2,121,quaker oats,2023-05-07,2,212,1,212
2,122,sugar,2023-06-21,4,50,3,150
14,123,quaker oats,2023-05-14,8,212,5,1060
1,123,maida,2023-05-16,7,20,8,160
11,123,clinic plus,2023-06-12,9,1.5,2,3.0
18,121,quaker oats,2023-08-11,1,212,8,1696
20,121,maida,2023-05-04,3,20,5,100
19,123,nutrella,2023-06-15,7,40,6,240
14,121,nutrella,2023-05-28,3,40,10,400
7,122,dantkanti,2023-06-30,6,100,1,100
12,122,clinic plus,2023-04-01,6,1.5,3,4.5
4,122,quaker oats,2023-04-05,5,212,8,1696
4,122,clinic plus,2023-03-22,6,1.5,6,9.0
4,123,sugar,2023-04-21,9,50,1,50
13,121,quaker oats,2023-07-11,3,212,8,1696
2,122,refined oil,2023-05-29,4,110,3,330
19,122,quaker oats,2023-07-17,5,212,4,848
6,122,sugar,2023-06-27,6,50,7,350
3,121,clinic plus,2023-08-19,1,1.5,5,7.5
17,121,besan,2023-06-14,3,52,4,208
7,121,dantkanti,2023-07-10,1,100,4,400
4,121,quaker oats,2023-03-03,1,212,7,1484
19,123,refined oil,2023-08-03,8,110,8,880
3,123,nutrella,2023-03-06,7,40,2,80
8,123,dantkanti,2023-08-17,9,100,3,300
9,122,dantkanti,2023-06-15,6,100,1,100
7,122,quaker oats,2023-06-09,6,212,3,636
14,123,quaker oats,2023-05-07,8,212,4,848
14,121,sugar,2023-04-01,2,50,6,300
7,122,clinic plus,2023-07-12,6,1.5,3,4.5
1,121,dantkanti,2023-07-19,2,100,10,1000
13,121,maida,2023-04-16,3,20,10,200
19,123,nutrella,2023-08-12,9,40,7,280
19,122,refined oil,2023-03-28,4,110,5,550
20,122,besan,2023-07-19,5,52,1,52
7,121,sugar,2023-07-28,2,50,6,300
15,121,clinic plus,2023-07-11,2,1.5,1,1.5
8,121,dantkanti,2023-06-06,3,100,10,1000
15,123,maida,2023-05-26,9,20,10,200
4,122,besan,2023-08-04,6,52,1,52
2,122,dantkanti,2023-06-29,4,100,10,1000
16,122,besan,2023-04-09,5,52,8,416
4,122,maida,2023-06-06,4,20,9,180
2,121,maida,2023-03-28,1,20,7,140
8,121,dantkanti,2023-05-09,1,100,4,400
4,123,dantkanti,2023-07-02,7,100,4,400
11,121,maida,2023-03-20,2,20,9,180
19,122,besan,2023-05-23,4,52,1,52
5,123,clinic plus,2023-04-21,7,1.5,2,3.0
8,122,maida,2023-04-16,4,20,8,160
1,122,maida,2023-06-25,4,20,8,160
17,121,maida,2023-04-27,3,20,8,160
20,123,maida,2023-04-23,9,20,6,120
5,121,besan,2023-04-16,2,52,5,260
20,123,clinic plus,2023-08-17,9,1.5,5,7.5
16,123,nutrella,2023-03-21,9,40,10,400
11,121,quaker oats,2023-08-18,1,212,8,1696
19,123,maida,2023-04-18,9,20,9,180
20,122,dantkanti,2023-03-09,5,100,6,600
4,122,refined oil,2023-08-20,6,110,5,550
15,121,quaker oats,2023-04-05,2,212,7,1484
2,121,dantkanti,2023-06-29,2,100,3,300
18,123,nutrella,2023-08-02,9,40,8,320
16,122,nutrella,2023-04-18,6,40,2,80
3,123,maida,2023-07-21,7,20,3,60
6,123,besan,2023-03-22,7,52,7,364
6,121,clinic plus,2023-03-06,2,1.5,6,9.0
15,122,nutrella,2023-05-20,6,40,4,160
7,121,nutrella,2023-05-16,1,40,2,80
16,121,refined oil,2023-07-16,1,110,10,1100
5,123,besan,2023-04-30,9,52,6,312
9,122,dantkanti,2023-06-04,4,100,6,600
12,123,sugar,2023-07-29,9,50,1,50
14,122,quaker oats,2023-05-13,5,212,9,1908
10,122,maida,2023-05-02,5,20,10,200
11,123,nutrella,2023-06-21,9,40,2,80
18,122,quaker oats,2023-03-23,4,212,4,848
1,123,quaker oats,2023-04-03,7,212,7,1484
15,122,clinic plus,2023-07-23,4,1.5,5,7.5
16,121,maida,2023-03-28,1,20,7,140
13,122,besan,2023-03-14,6,52,1,52
4,121,quaker oats,2023-07-10,3,212,6,1272
2,123,refined oil,2023-08-19,8,110,6,660
4,121,dantkanti,2023-07-23,2,100,8,800
17,121,maida,2023-05-16,2,20,3,60
6,121,nutrella,2023-05-10,3,40,3,120
17,121,refined oil,2023-06-22,3,110,6,660
2,121,sugar,2023-07-20,1,50,7,350
3,121,sugar,2023-07-29,2,50,5,250
11,122,quaker oats,2023-08-11,6,212,1,212
18,122,besan,2023-07-18,4,52,10,520
3,123,dantkanti,2023-05-17,9,100,2,200
14,123,maida,2023-07-10,8,20,3,60
12,122,sugar,2023-06-08,4,50,8,400
12,122,besan,2023-03-15,6,52,10,520
2,122,dantkanti,2023-04-02,5,100,6,600
11,123,quaker oats,2023-07-30,8,212,3,636
