customer_id,product_name,sales_date,sales_person_id,price,quantity,total_cost,payment_mode
18,clinic plus,2023-05-26,"[4, 5, 6]",1.5,10,15.0,UPI
11,besan,2023-05-26,"[1, 2, 3]",52,9,468,UPI
7,quaker oats,2023-05-26,"[1, 2, 3]",212,8,1696,cash
1,refined oil,2023-05-26,"[4, 5, 6]",110,9,990,UPI
5,maida,2023-05-26,"[1, 2, 3]",20,7,140,cash
1,dantkanti,2023-05-26,"[1, 2, 3]",100,9,900,UPI
1,besan,2023-05-26,"[1, 2, 3]",52,1,52,UPI
5,quaker oats,2023-05-26,"[4, 5, 6]",212,4,848,cash
1,refined oil,2023-05-26,"[7, 8, 9]",110,7,770,UPI
9,nutrella,2023-05-26,"[7, 8, 9]",40,10,400,UPI
5,sugar,2023-05-26,"[4, 5, 6]",50,2,100,UPI
12,maida,2023-05-26,"[1, 2, 3]",20,4,80,UPI
20,sugar,2023-05-26,"[7, 8, 9]",50,10,500,UPI
9,clinic plus,2023-05-26,"[4, 5, 6]",1.5,2,3.0,UPI
20,refined oil,2023-05-26,"[4, 5, 6]",110,4,440,cash
11,sugar,2023-05-26,"[7, 8, 9]",50,5,250,cash
8,sugar,2023-05-26,"[4, 5, 6]",50,7,350,cash
3,nutrella,2023-05-26,"[7, 8, 9]",40,1,40,UPI
17,quaker oats,2023-05-26,"[1, 2, 3]",212,3,636,cash
12,sugar,2023-05-26,"[1, 2, 3]",50,8,400,UPI
16,nutrella,2023-05-26,"[7, 8, 9]",40,8,320,cash
17,refined oil,2023-05-26,"[4, 5, 6]",110,10,1100,UPI
4,sugar,2023-05-26,"[7, 8, 9]",50,7,350,UPI
17,besan,2023-05-26,"[4, 5, 6]",52,4,208,UPI
2,sugar,2023-05-26,"[7, 8, 9]",50,7,350,cash
14,besan,2023-05-26,"[4, 5, 6]",52,3,156,UPI
20,dantkanti,2023-05-26,"[1, 2, 3]",100,5,500,UPI
7,maida,2023-05-26,"[4, 5, 6]",20,8,160,UPI
11,besan,2023-05-26,"[7, 8, 9]",52,5,260,UPI
10,besan,2023-05-26,"[4, 5, 6]",52,1,52,cash
19,maida,2023-05-26,"[4, 5, 6]",20,2,40,cash
7,dantkanti,2023-05-26,"[7, 8, 9]",100,4,400,cash
15,sugar,2023-05-26,"[1, 2, 3]",50,1,50,cash
15,refined oil,2023-05-26,"[4, 5, 6]",110,7,770,cash
14,dantkanti,2023-05-26,"[4, 5, 6]",100,5,500,cash
8,besan,2023-05-26,"[1, 2, 3]",52,3,156,UPI
9,dantkanti,2023-05-26,"[1, 2, 3]",100,5,500,UPI
9,sugar,2023-05-26,"[1, 2, 3]",50,6,300,cash
6,besan,2023-05-26,"[7, 8, 9]",52,8,416,cash
7,clinic plus,2023-05-26,"[1, 2, 3]",1.5,8,12.0,UPI
4,besan,2023-05-26,"[4, 5, 6]",52,9,468,cash
18,nutrella,2023-05-26,"[1, 2, 3]",40,1,40,cash
11,besan,2023-05-26,"[4, 5, 6]",52,8,416,UPI
7,clinic plus,2023-05-26,"[7, 8, 9]",1.5,4,6.0,UPI
6,besan,2023-05-26,"[4, 5, 6]",52,10,520,UPI
6,maida,2023-05-26,"[7, 8, 9]",20,9,180,cash
10,sugar,2023-05-26,"[7, 8, 9]",50,7,350,UPI
3,clinic plus,2023-05-26,"[4, 5, 6]",1.5,6,9.0,UPI
13,refined oil,2023-05-26,"[1, 2, 3]",110,9,990,UPI
7,maida,2023-05-26,"[4, 5, 6]",20,6,120,UPI
9,besan,2023-05-26,"[7, 8, 9]",52,2,104,cash
15,sugar,2023-05-26,"[7, 8, 9]",50,6,300,UPI
18,refined oil,2023-05-26,"[1, 2, 3]",110,10,1100,UPI
12,refined oil,2023-05-26,"[4, 5, 6]",110,6,660,cash
4,clinic plus,2023-05-26,"[7, 8, 9]",1.5,1,1.5,cash
1,nutrella,2023-05-26,"[4, 5, 6]",40,2,80,cash
14,sugar,2023-05-26,"[4, 5, 6]",50,2,100,UPI
4,nutrella,2023-05-26,"[4, 5, 6]",40,3,120,UPI
5,refined oil,2023-05-26,"[4, 5, 6]",110,3,330,UPI
8,clinic plus,2023-05-26,"[1, 2, 3]",1.5,5,7.5,cash
13,quaker oats,2023-05-26,"[1, 2, 3]",212,7,1484,cash
12,dantkanti,2023-05-26,"[1, 2, 3]",100,3,300,UPI
19,sugar,2023-05-26,"[4, 5, 6]",50,3,150,UPI
6,refined oil,2023-05-26,"[7, 8, 9]",110,7,770,cash
14,quaker oats,2023-05-26,"[1, 2, 3]",212,4,848,UPI
16,nutrella,2023-05-26,"[7, 8, 9]",40,9,360,cash
19,sugar,2023-05-26,"[4, 5, 6]",50,3,150,cash
17,nutrella,2023-05-26,"[1, 2, 3]",40,3,120,UPI
18,clinic plus,2023-05-26,"[4, 5, 6]",1.5,10,15.0,cash
19,clinic plus,2023-05-26,"[4, 5, 6]",1.5,6,9.0,UPI
2,refined oil,2023-05-26,"[1, 2, 3]",110,10,1100,UPI
20,clinic plus,2023-05-26,"[1, 2, 3]",1.5,9,13.5,cash
11,refined oil,2023-05-26,"[4, 5, 6]",110,2,220,cash
1,maida,2023-05-26,"[7, 8, 9]",20,8,160,cash
13,maida,2023-05-26,"[4, 5, 6]",20,7,140,UPI
7,dantkanti,2023-05-26,"[4, 5, 6]",100,1,100,cash
4,nutrella,2023-05-26,"[4, 5, 6]",40,5,200,UPI
12,maida,2023-05-26,"[7, 8, 9]",20,10,200,UPI
16,nutrella,2023-05-26,"[1, 2, 3]",40,3,120,cash
19,clinic plus,2023-05-26,"[7, 8, 9]",1.5,4,6.0,UPI
8,sugar,2023-05-26,"[1, 2, 3]",50,2,100,cash
17,besan,2023-05-26,"[7, 8, 9]",52,8,416,UPI
8,sugar,2023-05-26,"[7, 8, 9]",50,6,300,UPI
1,sugar,2023-05-26,"[1, 2, 3]",50,4,200,cash
2,besan,2023-05-26,"[1, 2, 3]",52,1,52,UPI
20,besan,2023-05-26,"[4, 5, 6]",52,10,520,UPI
12,refined oil,2023-05-26,"[4, 5, 6]",110,7,770,cash
4,nutrella,2023-05-26,"[4, 5, 6]",40,8,320,UPI
5,clinic plus,2023-05-26,"[7, 8, 9]",1.5,5,7.5,UPI
4,quaker oats,2023-05-26,"[7, 8, 9]",212,2,424,cash
18,nutrella,2023-05-26,"[1, 2, 3]",40,10,400,cash
18,sugar,2023-05-26,"[7, 8, 9]",50,1,50,UPI
9,refined oil,2023-05-26,"[1, 2, 3]",110,9,990,UPI
13,clinic plus,2023-05-26,"[7, 8, 9]",1.5,4,6.0,UPI
18,refined oil,2023-05-26,"[7, 8, 9]",110,3,330,UPI
9,besan,2023-05-26,"[4, 5, 6]",52,6,312,UPI
3,maida,2023-05-26,"[1, 2, 3]",20,1,20,cash
2,clinic plus,2023-05-26,"[4, 5, 6]",1.5,10,15.0,UPI
1,maida,2023-05-26,"[7, 8, 9]",20,8,160,cash
18,besan,2023-05-26,"[1, 2, 3]",52,9,468,cash
7,refined oil,2023-05-26,"[7, 8, 9]",110,10,1100,UPI
15,quaker oats,2023-05-26,"[7, 8, 9]",212,4,848,UPI
12,quaker oats,2023-05-26,"[1, 2, 3]",212,7,1484,UPI
11,refined oil,2023-05-26,"[1, 2, 3]",110,5,550,UPI
8,refined oil,2023-05-26,"[1, 2, 3]",110,8,880,cash
4,maida,2023-05-26,"[4, 5, 6]",20,9,180,cash
9,sugar,2023-05-26,"[4, 5, 6]",50,3,150,cash
16,nutrella,2023-05-26,"[1, 2, 3]",40,8,320,cash
9,maida,2023-05-26,"[1, 2, 3]",20,4,80,cash
6,maida,2023-05-26,"[1, 2, 3]",20,10,200,UPI
9,quaker oats,2023-05-26,"[1, 2, 3]",212,5,1060,cash
6,nutrella,2023-05-26,"[4, 5, 6]",40,4,160,cash
16,maida,2023-05-26,"[7, 8, 9]",20,3,60,cash
13,quaker oats,2023-05-26,"[7, 8, 9]",212,10,2120,cash
9,besan,2023-05-26,"[1, 2, 3]",52,3,156,cash
8,nutrella,2023-05-26,"[1, 2, 3]",40,9,360,cash
7,nutrella,2023-05-26,"[7, 8, 9]",40,4,160,UPI
8,besan,2023-05-26,"[1, 2, 3]",52,3,156,UPI
1,maida,2023-05-26,"[1, 2, 3]",20,3,60,cash
16,besan,2023-05-26,"[7, 8, 9]",52,3,156,cash
16,maida,2023-05-26,"[1, 2, 3]",20,2,40,UPI
19,sugar,2023-05-26,"[1, 2, 3]",50,1,50,cash
1,nutrella,2023-05-26,"[1, 2, 3]",40,5,200,UPI
7,sugar,2023-05-26,"[7, 8, 9]",50,6,300,cash
9,sugar,2023-05-26,"[1, 2, 3]",50,9,450,cash
19,dantkanti,2023-05-26,"[1, 2, 3]",100,5,500,cash
1,besan,2023-05-26,"[4, 5, 6]",52,9,468,UPI
11,sugar,2023-05-26,"[7, 8, 9]",50,9,450,UPI
12,clinic plus,2023-05-26,"[7, 8, 9]",1.5,10,15.0,UPI
3,quaker oats,2023-05-26,"[1, 2, 3]",212,9,1908,cash
5,maida,2023-05-26,"[7, 8, 9]",20,3,60,cash
3,besan,2023-05-26,"[7, 8, 9]",52,10,520,cash
15,dantkanti,2023-05-26,"[7, 8, 9]",100,9,900,cash
17,sugar,2023-05-26,"[4, 5, 6]",50,5,250,cash
11,clinic plus,2023-05-26,"[1, 2, 3]",1.5,8,12.0,cash
4,maida,2023-05-26,"[1, 2, 3]",20,9,180,UPI
6,nutrella,2023-05-26,"[1, 2, 3]",40,9,360,UPI
1,besan,2023-05-26,"[1, 2, 3]",52,9,468,cash
4,refined oil,2023-05-26,"[4, 5, 6]",110,5,550,UPI
5,besan,2023-05-26,"[4, 5, 6]",52,7,364,UPI
6,nutrella,2023-05-26,"[4, 5, 6]",40,4,160,UPI
15,sugar,2023-05-26,"[1, 2, 3]",50,3,150,cash
10,quaker oats,2023-05-26,"[1, 2, 3]",212,7,1484,UPI
14,refined oil,2023-05-26,"[7, 8, 9]",110,10,1100,UPI
14,nutrella,2023-05-26,"[7, 8, 9]",40,9,360,cash
8,besan,2023-05-26,"[1, 2, 3]",52,5,260,cash
11,besan,2023-05-26,"[4, 5, 6]",52,6,312,UPI
20,dantkanti,2023-05-26,"[4, 5, 6]",100,9,900,cash
15,quaker oats,2023-05-26,"[4, 5, 6]",212,4,848,cash
17,quaker oats,2023-05-26,"[1, 2, 3]",212,3,636,UPI
1,refined oil,2023-05-26,"[1, 2, 3]",110,9,990,UPI
18,dantkanti,2023-05-26,"[1, 2, 3]",100,5,500,cash
7,nutrella,2023-05-26,"[4, 5, 6]",40,3,120,cash
1,maida,2023-05-26,"[1, 2, 3]",20,9,180,UPI
1,nutrella,2023-05-26,"[7, 8, 9]",40,3,120,UPI
19,refined oil,2023-05-26,"[4, 5, 6]",110,1,110,cash
2,maida,2023-05-26,"[4, 5, 6]",20,10,200,cash
5,refined oil,2023-05-26,"[7, 8, 9]",110,1,110,UPI
